Professor,Keywords
Mark Anderson,Brayton cycle; Carbon deposition; Carburization; Corrosion; Supercritical carbon dioxide
Mark Anderson,Brayton cycle; Carbon deposition; Carburization; Corrosion; Supercritical carbon dioxide
Mark Anderson,Austenitic stainless steel; C. Oxidation; High temperature corrosion; Nickel-based super alloys
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,Coating; Galvanic effect; Molten fluoride salt
Mark Anderson,Asymmetric heating; Natural circulation; Reactor cavity cooling system
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,Austenitic alloys; Corrosion; Ferritic alloys; Supercritical carbon dioxide
Mark Anderson,Reflected shock wave; Richtmyer-Meshkov instability; Shock-induced mixing
Mark Anderson,A. Stainless steel; C. High temperature corrosion; C. Oxidation
Mark Anderson,carbon dioxide; CFD modeling; experiments; heat convection; heat transfer; printed circuit heat exchanger; supercritical fluids; turbulent flow
Mark Anderson,
Mark Anderson,
Mark Anderson,Bubble; Reshock; Richtmyer-Meshkov; Shock wave
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,CFD; Heat transfer; Printed circuit heat exchanger; Supercritical CO2
Mark Anderson,C. High temperature corrosion; C. Oxidation
Mark Anderson,
Mark Anderson,
Mark Anderson,Bubble; Compressible; Mie; PIV; Reshock; Vorticity
Mark Anderson,Chromium; Corrosion; Electrochemistry; FLiNaK; High temperature; Molten salt
Mark Anderson,
Mark Anderson,Inconel® alloy 617; Spectral emlssivity; Very high temperature reactor
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,Extraction; Mixing; Multi-phase flow; Nuclear engineering; Turbulence
Mark Anderson,Chromium carbide; Grain boundary; High-temperature corrosion; Molten salt
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,Computational fluid dynamics; Liquid-liquid extraction; Reprocessing; Turbulent mixing; Volume-of-fluid
Mark Anderson,Grain boundary engineering; Steels; Supercritical water; Surface modification
Mark Anderson,Buoyancy; Heat transfer; Supercritical water; Turbulence
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,FLiNaK; Heat transfer; Thermal radiation
Mark Anderson,Corrosion; FLiNaK; Fluorides; Materials; Molten salt
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,Annular; Heat transfer; Supercritical water
Mark Anderson,
Mark Anderson,CO2; Critical flow; Supercritical fluids; Water
Mark Anderson,Bubbles; Deformation; Flow simulation; Shear flow; Shock waves; Vortices
Mark Anderson,Computational fluid dynamics (CFD); Liquid-liquid extraction; Mixing; Multiphase flow; Nuclear engineering
Mark Anderson,Critical flow; Roughness; Supercritical CO2
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,A. Non-ferrous metals and alloys; C. Surface treatments; E. Oxidation
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,Liquid fragmentation; Liquid layer; Shock loading
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,Blanket; First wall; ITER; Plasma facing components; Safety; Tritium
Mark Anderson,FLUENT; Froude number parameter; Supercritical fluid heat transfer
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,First-wall protection; Shock mitigation; Solid aluminum foam
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,Compressible flow; Contact discontinuities; Fully conservative approach; Godunov scheme; Interface capturing method; Material interfaces; Multicomponent flow; Numerical uncertainty analysis; Shock-interface interaction; Strong shock waves
Mark Anderson,Ex-Vessel Coolability; Melt Quenching; Water/Gas Co-Injection
Mark Anderson,
Mark Anderson,Metal oxidation; Metal-water interactions; Steam explosion
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,Flow regimes; Liquid metal; MHD
Mark Anderson,Advanced reactors; Direct-contact heat exchange; Molten metal
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,
Mark Anderson,Hydrodynamic instability; Inertial confinement fusion; Richtmyer-Meshkov; Shock diffraction
Mark Anderson,Chemical vapor deposition; FHG; Gallium arsenide; In-situ; Real-time growth monitoring; SHG; Silicon
Lianyi Chen,
Lianyi Chen,
Lianyi Chen,Additive manufacturing; Laser processing; Melt flow; Synchrotron X-ray imaging
Lianyi Chen,Additive manufacturing; Defect mitigation; Post-processing-related defects; Powder-related defects; Process-structure–property relationship; Processing-related defects
Lianyi Chen,Additive manufacturing; Flowability; Particle size distribution; Powder bed fusion
Lianyi Chen,Additive manufacturing; Laser powder bed fusion; Melt pool dynamics; Quality uncertainty; Selective laser melting; Spatter
Lianyi Chen,Gas flow; High-speed X-ray imaging; Laser powder bed fusion; Multiphysics modeling; Powder motion
Lianyi Chen,Additive manufacturing; Laser powder bed fusion; Pore; Pulsed emission; X-ray imaging
Lianyi Chen,
Lianyi Chen,Additive manufacturing; High-speed imaging; Laser powder bed fusion; Spatter; Synchrotron x-ray
Lianyi Chen,
Lianyi Chen,Additive manufacturing; Laser powder bed fusion; Laser welding; Pore formation; X-ray imaging
Lianyi Chen,In-situ monitoring; Metal additive manufacturing; Optical emission spectroscopy; Powder bed fusion
Lianyi Chen,Aluminum alloys; Dynamic fracture; High-speed X-ray imaging; Kolsky bar; Laser powder bed fusion
Lianyi Chen,
Lianyi Chen,Laser processing; Melt flow; Metal additive manufacturing; Powder bed fusion; X-ray imaging
Lianyi Chen,
Lianyi Chen,Al-10Si-Mg; Fracture; High-speed X-ray imaging; Kolsky bar; Laser powder bed fusion
Lianyi Chen,
Lianyi Chen,Metallic glass; Microgravity; Molecular dynamics; Viscosity
Lianyi Chen,Additive manufacturing; Energy absorption; Laser powder bed fusion; Melt pool; X-ray imaging
Lianyi Chen,
Lianyi Chen,
Lianyi Chen,
Lianyi Chen,
Lianyi Chen,
Lianyi Chen,additive manufacturing; laser powder-bed fusion; melt pools; particle ejection; vapor depressions; X-ray imaging
Lianyi Chen,Additive manufacturing; High-speed imaging; Powder bed fusion; Spatter; Synchrotron x-ray
Lianyi Chen,
Lianyi Chen,
Lianyi Chen,Graphene nanoplatelets (GNPs); Metal matrix nanocomposites (MMNCs); Micromechanical model; Misorientation angle; Strengthening effect
Lianyi Chen,
Lianyi Chen,Nanocomposites; Phase control; Tungsten nanoparticles; Zn-Bi immiscible alloy
Lianyi Chen,Al-Bi immiscible alloy; Nanocomposites; Self-lubricating bearing alloy; Ultrasonic cavitation process
Lianyi Chen,diamond-based semiconductors; Ion Irradiation; polycrystalline diamond compact; Selective modification
Lianyi Chen,
Lianyi Chen,Clustering effect; Constititutive modelling; Metal matrix nanocomposites; Nanoparticle
Lianyi Chen,Hierarchical metallic nanostructures; Immiscible molten salt; Self-Assembly
Lianyi Chen,
Lianyi Chen,Friction stir processing; Mg6Zn nanocomposites; Semi-solid mechanical mixing
Lianyi Chen,Casting; Dendrite formation; Growth; Nanocomposites; Solidification
Lianyi Chen,
Lianyi Chen,
Lianyi Chen,Al nanoparticles; Bulk Al matrix nanocomposites; In situ oxidation; Liquid processing
Lianyi Chen,Al microsphere; Heterogeneous nucleation; In-situ oxide template; Self-assemble; Urchin-like AlOOH nanostructures
Lianyi Chen,Magnesium alloy; Metal matrix nanocomposites; Ultrasonic processing
Lianyi Chen,"A. Ternary alloy systems; B. Glasses, metallic; D. Microstructure; E. Simulations, Monte Carlo; F. Diffraction"
Lianyi Chen,Magnesium alloys; Mechanical properties; Metal matrix composites; Nanocomposite; Solidification
Lianyi Chen,dispersion; metal-matrix nanocomposites; TiB2 nanoparticles; ultrasonic processing; wettability
Lianyi Chen,corrosion; friction stir processing; laser surface melting; magnesium nanocomposite; ultrasonic processing
Lianyi Chen,
Lianyi Chen,Crystallization; Mechanical behavior; Metallic glasses; Synchrotron radiation; X-ray diffraction
Lianyi Chen,Metallic glassy film; Non-localized deformation; Shear band; Strain rate; Temperature
Lianyi Chen,Elastic modulus; Machinability; Magnesium alloy; Metal matrix nanocomposites; Solidification processing
Lianyi Chen,"A. Ternary alloy systems; B. Glasses, metallic; D. Microstructure; E. Simulations, Monte Carlo; F. Diffraction"
Lianyi Chen,
Lianyi Chen,
Lianyi Chen,Graphene nanoplatelets; Magnesium alloy; Mechanical properties; Metal matrix composites; Nanocomposite
Lianyi Chen,
Lianyi Chen,Core-shelled nanoparticles; Magnesium; Mechanical properties; Metal matrix nanocomposite (MMNC)
Lianyi Chen,
Lianyi Chen,
Lianyi Chen,"A. Intermetallics, miscellaneous; B. Corrosion; B. Oxidation; F. Corrosion behavior; F. Electron microscopy, scanning"
Lianyi Chen,In-vitro corrosion; Magnesium; Nanocomposite; Vickers hardness
Lianyi Chen,Aluminum alloy; Friction stir processing; Metal matrix nanocomposites; Ultrasonic processing
Lianyi Chen,A. Alloy; A. Zirconium; B. XPS; C. Oxidation; C. Passivity; C. Pitting corrosion
Lianyi Chen,impaction bone grafting; initial stability; mechanical property; revision hip arthroplasty
Lianyi Chen,Free volume; Mechanical property; Metallic glasses; Pair distribution function; Shear band
Lianyi Chen,Amorphous; Extended x-ray absorption fine structure; Metal
Lianyi Chen,Bulk metallic glass; Extended X-ray absorption fine structure; Short-range ordering; X-ray diffraction
Lianyi Chen,Extended X-ray absorption fine structure; Metallic glasses; Reverse Monte Carlo simulation; X-ray diffraction
Lianyi Chen,
Lianyi Chen,Hardness; Metallic glasses; Residual stress; Rolling; Shear bands
Lianyi Chen,
Lianyi Chen,In situ SEM; Metallic glasses; Rolling; Shear bands; Tension test
Lianyi Chen,
Lianyi Chen,
Lianyi Chen,Mechanical properties; Metallic glasses; Rapid-solidification
Lianyi Chen,Corrosion resistance; Glass forming ability; Metallic glass; Thermal stability
Lianyi Chen,Hardness; Metallic glasses; Residual stresses; Shear bands
Lianyi Chen,Mechanical properties; Metallic glasses; Rapid solidification
Lianyi Chen,Bulk amorphous alloy; Free volume; Plasticity
Lianyi Chen,
Lianyi Chen,Mechanical property; Metallic glasses; Vickers hardness; Wear resistance
Lianyi Chen,
Lianyi Chen,
Lianyi Chen,Mechanical properties; Metallic glasses; Nanostructured materials; Rapid solidification
Lianyi Chen,Mechanical properties; Metallic glasses; Ni-based; Rapid solidification
Lianyi Chen,"A. Rare-earth intermetallics; B. Glasses, metallic; C. Casting"
Lianyi Chen,Iron oxide nanoparticles; Magnetic materials; Monodisperse; Ultrasonic
Lianyi Chen,Bulk metallic glass; Glass forming ability; Rare-earth alloys
Lianyi Chen,Bulk metallic glass; Glass forming ability; Mechanical property
Lianyi Chen,Bulk metallic glass; Glass forming ability; Rare-earth alloys
Gregory Nellis,Concentrated solar power; Heat transfer fluid; Packed-bed flow; Particle; Silica; Thermal energy storage
Gregory Nellis,Computational fluid dynamics; finite-element analysis (FEA); flux-switching permanent magnet (FSPM) machine; integrated motor-compressor; skew
Gregory Nellis,Critical heat flux; Dryout; Flow boiling; Heat transfer coefficient; Two-phase annular flow
Gregory Nellis,
Gregory Nellis,Axial-flow compressor; flux-switching permanent magnet (FSPM) machine; integrated motor-compressor; soft magnetic composite (SMC) materials
Gregory Nellis,
Gregory Nellis,3-D finite element analysis (FEA); Axial fan; encapsulation; flux-switching PM machine; self-cooling; three-dimensional computational fluid dynamics (3-D CFD)
Gregory Nellis,Advanced power cycles; Concentrating solar power; Energy system simulation; Power generation; Renewable energy; Supercritical CO2 cycles
Gregory Nellis,compressor; end winding cooling; flux-switching permanent magnet machine; self-cooling; thermal analysis
Gregory Nellis,Cooling; direct winding heat exchanger (DWHX); electric machines; stator windings; thermal management
Gregory Nellis,
Gregory Nellis,Combustion heat transfer; Internal combustion engine; Low heat rejection engine; Temperature swing coating; Thermal barrier coating
Gregory Nellis,Cooling; electric machines; stator windings; thermal management
Gregory Nellis,
Gregory Nellis,Concentrating solar power; Experimental validation; Regenerator; Supercritical CO2; Supercritical CO2 cycles; Transient simulation
Gregory Nellis,Combustion heat transfer; Internal combustion engine; Low heat rejection engine; Temperature swing coatings; Thermal barrier coating
Gregory Nellis,
Gregory Nellis,Direct Contact Condensation; Pressure Oscillations; Stability; Steam Condensation; Two-Phase Flow
Gregory Nellis,Brayton cycle; Mass optimization; Space dynamic power; Space power generation; Space surface power; Supercritical carbon dioxide
Gregory Nellis,Cooling; Direct winding heat exchanger; Electric machines; Stator windings; Thermal management
Gregory Nellis,Periodic flow; Regenerator; Supercritical CO2; Testing
Gregory Nellis,
Gregory Nellis,
Gregory Nellis,Cooling; Electric machines; Stator windings; Thermal management
Gregory Nellis,
Gregory Nellis,
Gregory Nellis,Adjustable; Linear inertance tube; Phase angle shift; Pulse tube cryocooler
Gregory Nellis,
Gregory Nellis,
Gregory Nellis,
Gregory Nellis,
Gregory Nellis,Brayton; Recuperator; Regenerator; Supercritical CO2
Gregory Nellis,Geothermal; Ground loop heat exchangers; Ground property measurement; Ground thermal conductivity; Parameter estimation; Thermal response test; TRNSYS optimization
Gregory Nellis,
Gregory Nellis,Frictional pressure drop; Joule-Thomson; Mixed gas; Mixture; Non-azeotropic; Zeotropic
Gregory Nellis,Heat transfer coefficient; Joule-Thomson; Mixed gas; Mixture; Non-azeotropic; Zeotropic
Gregory Nellis,
Gregory Nellis,
Gregory Nellis,
Gregory Nellis,
Gregory Nellis,
Gregory Nellis,Adjustable inertance tube; Pulse tube cryocooler
Gregory Nellis,CFD; Homogeneous equilibrium model; OpenFOAM; Supercritical fluid; Two-phase flow
Gregory Nellis,boiling; heat transfer coefficient; Joule-Thomson; mixed gas; mixture
Gregory Nellis,Adjustable inertance tube; Pulse tube cryocooler
Gregory Nellis,AMRR; Hysteresis; Magnetic refrigeration; Magnetocaloric; Thermodynamic
Gregory Nellis,
Gregory Nellis,Choked flow; Critical flow; Discharge coefficient; Orifice; Supercritical carbon dioxide; Two-phase flow
Gregory Nellis,
Gregory Nellis,Aqueous heat transfer fluid; Low Reynolds number; Numerical modeling; Nusselt number; Regenerator; Wall effects
Gregory Nellis,
Gregory Nellis,Cryosurgery; Experimental; Joule-Thomson; Mixed gas; Recuperator
Gregory Nellis,Cryosurgery; Joule Thomson; Mixed gas
Gregory Nellis,Fountain effect pump; Helium II pump; Pump with no moving parts; Sub Kelvin refrigerator; Superfluid Magnetic Pump; Superfluid pump
Gregory Nellis,Bellows phase shifter; Eddy current damping; Inertance tube; Pulse tube cryocooler
Gregory Nellis,Ammonia; Carbon dioxide; Cascade system; Industrial freezer; Optimization
Gregory Nellis,
Gregory Nellis,
Gregory Nellis,
Gregory Nellis,
Gregory Nellis,
Gregory Nellis,
Gregory Nellis,
Gregory Nellis,axial conduction; cryogenic; heat exchanger; MEMS; perforated plate
Gregory Nellis,Distribution; Modeling simulation; Non-uniform; Performance; Regenerator
Gregory Nellis,Computational fluid dynamics; Cryocooler; Design model; Pulse tube
